billid,customerid,monthid,billedamount
55700,758,20135,15468
55701,664,20135,8848
55702,532,20135,1568
55703,151,20135,15334
55704,277,20135,8957
55705,411,20135,13294
55706,603,20135,11863
55707,94,20135,13360
55708,991,20135,17374
55709,647,20135,19767
55710,977,20135,16823
55711,806,20135,18704
55712,793,20135,7946
55713,223,20135,18880
55714,210,20135,5556
55715,152,20135,6871
55716,794,20135,10653
55717,530,20135,15061
55718,746,20135,3315
55719,356,20135,15941
55720,515,20135,6156
55721,853,20135,10278
55722,648,20135,18382
55723,453,20135,7624
55724,437,20135,4386
55725,900,20135,10349
55726,689,20135,16320
55727,407,20135,9753
55728,712,20135,10829
55729,398,20135,14844
55730,753,20135,18667
55731,443,20135,14407
55732,172,20135,6073
55733,135,20135,19496
55734,756,20135,2783
55735,685,20135,4529
55736,390,20135,5183
55737,58,20135,1355
55738,709,20135,18832
55739,498,20135,1598
55740,101,20135,16745
55741,307,20135,11956
55742,184,20135,17941
55743,410,20135,1654
55744,326,20135,17606
55745,774,20135,4849
55746,679,20135,19017
55747,13,20135,3001
55748,176,20135,19526
55749,159,20135,7461
55750,86,20135,15101
55751,811,20135,1842
55752,915,20135,2200
55753,35,20135,11555
55754,310,20135,19376
55755,884,20135,19790
55756,511,20135,8903
55757,245,20135,18684
55758,594,20135,6074
55759,417,20135,6473
55760,236,20135,6739
55761,903,20135,4758
55762,693,20135,19048
55763,200,20135,19064
55764,396,20135,121
55765,45,20135,7632
55766,471,20135,7272
55767,108,20135,19653
55768,779,20135,19923
55769,738,20135,64
55770,375,20135,3079
55771,62,20135,6915
55772,942,20135,17850
55773,867,20135,19076
55774,297,20135,15990
55775,684,20135,8765
55776,207,20135,17130
55777,190,20135,11146
55778,142,20135,12032
55779,371,20135,6145
55780,966,20135,6229
55781,220,20135,12027
55782,23,20135,2569
55783,201,20135,6458
55784,494,20135,14773
55785,228,20135,7690
55786,617,20135,835
55787,706,20135,6492
55788,419,20135,3643
55789,235,20135,8617
55790,305,20135,16073
55791,538,20135,7884
55792,521,20135,2035
55793,558,20135,15438
55794,461,20135,988
55795,463,20135,292
55796,121,20135,11027
55797,978,20135,8494
55798,887,20135,4245
55799,53,20135,7065
55800,22,20135,3705
55801,20,20135,17113
55802,905,20135,4980
55803,104,20135,16615
55804,150,20135,18584
55805,504,20135,12349
55806,269,20135,1434
55807,181,20135,13437
55808,896,20135,12895
55809,71,20135,8570
55810,506,20135,2831
55811,347,20135,15069
55812,536,20135,13877
55813,432,20135,5377
55814,382,20135,10938
55815,826,20135,14220
55816,580,20135,18801
55817,527,20135,3569
55818,795,20135,592
55819,944,20135,1807
55820,863,20135,1024
55821,953,20135,1299
55822,143,20135,7058
55823,38,20135,313
55824,296,20135,17064
55825,681,20135,374
55826,197,20135,18313
55827,116,20135,7517
55828,287,20135,19877
55829,676,20135,15491
55830,608,20135,9725
55831,636,20135,18949
55832,805,20135,18548
55833,4,20135,19319
55834,674,20135,13278
55835,807,20135,4733
55836,174,20135,14817
55837,318,20135,4014
55838,12,20135,1044
55839,699,20135,10186
55840,595,20135,11156
55841,130,20135,10068
55842,341,20135,9110
55843,145,20135,2345
55844,161,20135,7638
55845,895,20135,2756
55846,736,20135,5576
55847,418,20135,10256
55848,26,20135,19519
55849,211,20135,18408
55850,169,20135,3174
55851,618,20135,14902
55852,493,20135,4130
55853,780,20135,433
55854,671,20135,18901
55855,562,20135,11324
55856,7,20135,886
55857,69,20135,13380
55858,290,20135,9289
55859,450,20135,9703
55860,734,20135,5229
55861,810,20135,13465
55862,708,20135,15254
55863,790,20135,1618
55864,283,20135,7200
55865,264,20135,9035
55866,833,20135,14060
55867,888,20135,13519
55868,445,20135,2464
55869,485,20135,16325
55870,433,20135,1423
55871,165,20135,18800
55872,841,20135,18613
55873,186,20135,4271
55874,468,20135,16911
55875,51,20135,14074
55876,128,20135,19178
55877,273,20135,4778
55878,711,20135,10038
55879,999,20135,5249
55880,589,20135,12756
55881,258,20135,16754
55882,638,20135,1274
55883,549,20135,16055
55884,656,20135,3005
55885,569,20135,2979
55886,930,20135,9988
55887,909,20135,19935
55888,846,20135,16920
55889,268,20135,2730
55890,856,20135,14381
55891,404,20135,13789
55892,502,20135,7177
55893,666,20135,7455
55894,199,20135,3177
55895,866,20135,9513
55896,727,20135,9910
55897,637,20135,15536
55898,455,20135,904
55899,66,20135,17061
55900,208,20135,17553
55901,368,20135,15351
55902,440,20135,17152
55903,537,20135,8463
55904,299,20135,16375
55905,750,20135,8561
55906,18,20135,1210
55907,539,20135,17890
55908,571,20135,4000
55909,178,20135,17721
55910,42,20135,5311
55911,260,20135,7361
55912,83,20135,4816
55913,566,20135,13689
55914,703,20135,135
55915,747,20135,728
55916,240,20135,17896
55917,353,20135,11833
55918,376,20135,1050
55919,923,20135,14478
55920,9,20135,2856
55921,968,20135,9396
55922,548,20135,4879
55923,692,20135,8533
55924,550,20135,17951
55925,126,20135,14583
55926,939,20135,12659
55927,982,20135,5110
55928,133,20135,4670
55929,350,20135,11581
55930,762,20135,7366
55931,678,20135,12834
55932,791,20135,2854
55933,876,20135,15137
55934,619,20135,6600
55935,724,20135,363
55936,175,20135,19192
55937,36,20135,222
55938,855,20135,1299
55939,93,20135,17309
55940,710,20135,14925
55941,451,20135,8725
55942,144,20135,13803
55943,769,20135,9658
55944,117,20135,9600
55945,434,20135,2443
55946,192,20135,401
55947,256,20135,14281
55948,655,20135,2339
55949,75,20135,15227
55950,466,20135,17968
55951,317,20135,16015
55952,179,20135,7213
55953,163,20135,18727
55954,495,20135,2107
55955,338,20135,5689
55956,860,20135,1955
55957,474,20135,7893
55958,881,20135,5876
55959,640,20135,5401
55960,416,20135,3461
55961,764,20135,6497
55962,484,20135,13405
55963,274,20135,14243
55964,286,20135,19595
55965,41,20135,6911
55966,227,20135,13354
55967,635,20135,14678
55968,334,20135,462
55969,770,20135,1907
55970,641,20135,5010
55971,912,20135,14068
55972,516,20135,6487
55973,84,20135,1359
55974,312,20135,15278
55975,464,20135,18617
55976,280,20135,19989
55977,781,20135,2536
55978,657,20135,19346
55979,616,20135,10128
55980,109,20135,12170
55981,209,20135,5681
55982,205,20135,15167
55983,778,20135,8392
55984,639,20135,13167
55985,348,20135,6719
55986,823,20135,10478
55987,873,20135,11870
55988,808,20135,11138
55989,367,20135,11142
55990,147,20135,8011
55991,563,20135,3413
55992,820,20135,12927
55993,420,20135,5177
55994,918,20135,1796
55995,226,20135,11442
55996,715,20135,15242
55997,878,20135,2377
55998,602,20135,16787
55999,459,20135,18611
56000,528,20135,19102
56001,356,20136,8820
56002,390,20136,911
56003,132,20136,16824
56004,756,20136,1595
56005,822,20136,7567
56006,152,20136,5965
56007,465,20136,6756
56008,30,20136,10009
56009,341,20136,18283
56010,702,20136,18305
56011,793,20136,16044
56012,343,20136,16668
56013,249,20136,3444
56014,368,20136,3182
56015,860,20136,19369
56016,844,20136,1271
56017,307,20136,4695
56018,859,20136,16139
56019,367,20136,15727
56020,584,20136,9656
56021,745,20136,19887
56022,243,20136,14206
56023,136,20136,3683
56024,862,20136,11156
56025,86,20136,7269
56026,936,20136,1390
56027,438,20136,16416
56028,135,20136,6024
56029,890,20136,626
56030,310,20136,2784
56031,738,20136,16910
56032,789,20136,17611
56033,607,20136,1539
56034,84,20136,2301
56035,42,20136,6833
56036,731,20136,6275
56037,443,20136,5845
56038,469,20136,4375
56039,963,20136,14457
56040,868,20136,9199
56041,154,20136,14273
56042,888,20136,18467
56043,828,20136,18052
56044,176,20136,16749
56045,393,20136,346
56046,585,20136,13750
56047,993,20136,18757
56048,821,20136,9784
56049,881,20136,11906
56050,553,20136,579
56051,361,20136,5215
56052,545,20136,2437
56053,548,20136,17219
56054,885,20136,5132
56055,100,20136,4714
56056,882,20136,581
56057,432,20136,11422
56058,89,20136,10976
56059,74,20136,7421
56060,737,20136,14098
56061,676,20136,10003
56062,960,20136,6729
56063,620,20136,16801
56064,233,20136,11550
56065,182,20136,2962
56066,863,20136,18169
56067,482,20136,8534
56068,312,20136,3741
56069,697,20136,7926
56070,610,20136,8853
56071,198,20136,13775
56072,786,20136,18743
56073,808,20136,15886
56074,134,20136,17747
56075,997,20136,8003
56076,241,20136,10124
56077,238,20136,18624
56078,978,20136,13584
56079,149,20136,7274
56080,392,20136,10276
56081,306,20136,10325
56082,116,20136,4465
56083,568,20136,8181
56084,847,20136,8258
56085,823,20136,10492
56086,355,20136,4597
56087,428,20136,18280
56088,442,20136,10988
56089,189,20136,8214
56090,466,20136,7467
56091,516,20136,4389
56092,63,20136,13667
56093,604,20136,605
56094,515,20136,13155
56095,437,20136,13106
56096,608,20136,18936
56097,240,20136,5289
56098,729,20136,1822
56099,928,20136,14658
56100,864,20136,9048
56101,186,20136,12908
56102,746,20136,16668
56103,165,20136,17030
56104,485,20136,15437
56105,75,20136,1670
56106,794,20136,317
56107,61,20136,9220
56108,624,20136,19112
56109,601,20136,11617
56110,611,20136,6479
56111,883,20136,15581
56112,996,20136,9061
56113,508,20136,5652
56114,209,20136,7082
56115,612,20136,10202
56116,262,20136,18642
56117,701,20136,16336
56118,760,20136,13215
56119,235,20136,18205
56120,43,20136,5801
56121,58,20136,5328
56122,673,20136,10908
56123,213,20136,1205
56124,922,20136,6564
56125,360,20136,13502
56126,371,20136,18085
56127,824,20136,11742
56128,619,20136,14087
56129,441,20136,14757
56130,796,20136,15853
56131,618,20136,19709
56132,602,20136,6608
56133,480,20136,400
56134,720,20136,8166
56135,435,20136,4510
56136,616,20136,13832
56137,949,20136,15569
56138,391,20136,6421
56139,986,20136,4072
56140,609,20136,2507
56141,388,20136,11226
56142,280,20136,14694
56143,717,20136,3181
56144,337,20136,4201
56145,551,20136,11945
56146,559,20136,11715
56147,843,20136,12612
56148,458,20136,5920
56149,126,20136,15214
56150,234,20136,7586
56151,40,20136,13960
56152,389,20136,12270
56153,202,20136,13225
56154,670,20136,2994
56155,816,20136,17271
56156,237,20136,14946
56157,510,20136,12268
56158,748,20136,6723
56159,332,20136,13707
56160,761,20136,7922
56161,34,20136,7296
56162,151,20136,15459
56163,477,20136,11019
56164,583,20136,4686
56165,682,20136,15909
56166,956,20136,8637
56167,81,20136,15573
56168,887,20136,15797
56169,261,20136,13023
56170,106,20136,417
56171,329,20136,18373
56172,718,20136,8371
56173,383,20136,9092
56174,825,20136,15890
56175,150,20136,3518
56176,569,20136,19776
56177,18,20136,18603
56178,242,20136,14894
56179,547,20136,18427
56180,787,20136,1744
56181,874,20136,18594
56182,348,20136,16667
56183,187,20136,15189
56184,518,20136,5617
56185,195,20136,14466
56186,277,20136,4574
56187,434,20136,4518
56188,557,20136,3572
56189,127,20136,19716
56190,762,20136,11108
56191,263,20136,700
56192,910,20136,10693
56193,446,20136,17961
56194,459,20136,13603
56195,798,20136,10466
56196,713,20136,6650
56197,214,20136,1287
56198,125,20136,15201
56199,484,20136,5922
56200,889,20136,560
56201,163,20136,7737
56202,861,20136,11113
56203,292,20136,12828
56204,848,20136,14178
56205,952,20136,10716
56206,740,20136,12167
56207,703,20136,8268
56208,430,20136,10143
56209,884,20136,2247
56210,509,20136,12631
56211,194,20136,15639
56212,200,20136,3520
56213,265,20136,19333
56214,14,20136,8163
56215,747,20136,9802
56216,550,20136,2253
56217,357,20136,19230
56218,311,20136,1534
56219,212,20136,9235
56220,911,20136,16632
56221,924,20136,17069
56222,959,20136,8235
56223,961,20136,6666
56224,28,20136,13133
56225,791,20136,19023
56226,162,20136,4170
56227,575,20136,6025
56228,64,20136,1929
56229,293,20136,16178
56230,256,20136,13260
56231,363,20136,16991
56232,622,20136,13803
56233,260,20136,14944
56234,615,20136,569
56235,605,20136,11534
56236,554,20136,734
56237,2,20136,17340
56238,72,20136,4699
56239,338,20136,9937
56240,161,20136,19500
56241,143,20136,3154
56242,483,20136,12886
56243,709,20136,12325
56244,19,20136,13188
56245,264,20136,904
56246,97,20136,18037
56247,603,20136,18717
56248,291,20136,8304
56249,278,20136,9635
56250,372,20136,901
56251,699,20136,8368
56252,736,20136,15592
56253,926,20136,17406
56254,313,20136,3020
56255,792,20136,10167
56256,41,20136,718
56257,255,20136,14211
56258,698,20136,4142
56259,77,20136,17540
56260,983,20136,9681
56261,957,20136,563
56262,440,20136,4216
56263,950,20136,2082
56264,517,20136,10105
56265,941,20136,14995
56266,704,20136,12954
56267,600,20136,5416
56268,445,20136,15859
56269,683,20136,9951
56270,7,20136,5706
56271,431,20136,6830
56272,674,20136,9038
56273,675,20136,16714
56274,301,20136,16363
56275,671,20136,9223
56276,908,20136,6182
56277,700,20136,13874
56278,938,20136,11856
56279,290,20136,3684
56280,12,20136,19364
56281,115,20136,6560
56282,989,20136,18834
56283,166,20136,14435
56284,790,20136,1150
56285,613,20136,6885
56286,479,20136,11066
56287,556,20136,250
56288,921,20136,17940
56289,309,20136,6113
56290,929,20136,17818
56291,552,20136,1423
56292,555,20136,17240
56293,344,20136,16224
56294,124,20136,14802
56295,80,20136,1687
56296,433,20136,19846
56297,183,20136,14999
56298,370,20136,9501
56299,96,20136,1018
56300,250,20136,964
56301,8,20136,6367
56302,49,20136,13994
56303,487,20136,1998
56304,298,20136,1338
56305,236,20136,5679
56306,999,20136,1288
56307,478,20136,9712
56308,969,20136,8723
56309,201,20136,17399
56310,558,20136,4837
56311,614,20136,13124
56312,82,20136,13689
56313,108,20136,4434
56314,799,20136,6884
56315,253,20136,3190
56316,23,20136,125
56317,623,20136,6347
56318,481,20136,18593
56319,826,20136,5862
56320,943,20136,7127
56321,942,20136,7196
56322,795,20136,10305
56323,308,20136,17851
56324,886,20136,17328
56325,827,20136,3973
56326,436,20136,9227
56327,621,20136,6152
56328,486,20136,3063
56329,45,20136,103
56330,909,20136,1491
56331,239,20136,19232
56332,330,20136,3708
56333,546,20136,18792
56334,111,20136,196
56335,719,20136,3553
56336,797,20136,7414
56337,788,20136,1123
56338,807,20136,12750
56339,384,20136,14351
56340,369,20136,17643
56341,672,20136,7753
56342,549,20136,18983
56343,966,20136,949
56344,429,20136,18857
56345,606,20136,16175
56346,164,20136,13335
56347,444,20136,13781
56348,617,20136,16121
56349,439,20136,19166
56350,470,20136,12995
56351,141,20136,15269
56352,633,20136,18043
56353,511,20136,19379
56354,295,20136,14076
56355,777,20136,5363
56356,59,20136,10813
56357,534,20136,3844
56358,352,20136,19696
56359,414,20136,6423
56360,985,20136,1618
56361,170,20136,6272
56362,496,20136,5684
56363,1000,20136,14327
56364,73,20136,9107
56365,345,20136,10355
56366,275,20136,19082
56367,643,20136,12691
56368,819,20136,17706
56369,85,20136,4049
56370,906,20136,3714
56371,333,20136,18718
56372,898,20136,10107
56373,304,20136,12404
56374,55,20136,3695
56375,572,20136,13916
56376,743,20136,17090
56377,691,20136,10935
56378,579,20136,8575
56379,397,20136,10794
56380,845,20136,11094
56381,225,20136,11728
56382,834,20136,4425
56383,642,20136,12709
56384,778,20136,7715
56385,495,20136,3911
56386,474,20136,2151
56387,179,20136,19385
56388,692,20136,7667
56389,939,20136,5263
56390,226,20136,5315
56391,205,20136,13173
56392,641,20136,12425
56393,912,20136,7087
56394,109,20136,8481
56395,563,20136,7569
56396,593,20136,3629
56397,665,20136,1578
56398,803,20136,4021
56399,319,20136,15799
56400,535,20136,7172
56401,251,20136,16411
56402,9,20136,8747
56403,138,20136,18918
56404,327,20136,14144
56405,757,20136,14967
56406,897,20136,2743
56407,739,20136,10532
56408,990,20136,19027
56409,751,20136,12072
56410,415,20136,3409
56411,335,20136,18558
56412,279,20136,11934
56413,413,20136,13690
56414,899,20136,10401
56415,365,20136,2225
56416,758,20136,17545
56417,224,20136,6398
56418,962,20136,10845
56419,564,20136,13043
56420,690,20136,16123
56421,646,20136,7328
56422,814,20136,12259
56423,56,20136,143
56424,991,20136,16115
56425,664,20136,18546
56426,246,20136,657
56427,532,20136,6740
56428,877,20136,16374
56429,775,20136,15594
56430,752,20136,3603
56431,321,20136,15216
56432,980,20136,17057
56433,67,20136,5219
56434,523,20136,12149
56435,473,20136,977
56436,940,20136,5980
56437,512,20136,5450
56438,37,20136,13845
56439,206,20136,6606
56440,411,20136,2397
56441,522,20136,18920
56442,835,20136,10815
56443,3,20136,16422
56444,854,20136,14965
56445,917,20136,14730
56446,216,20136,5649
56447,320,20136,7664
56448,452,20136,7915
56449,644,20136,8126
56450,533,20136,18300
56451,282,20136,18696
56452,1,20136,5752
56453,5,20136,16016
56454,377,20136,4542
56455,120,20136,18162
56456,776,20136,13646
56457,44,20136,15180
56458,349,20136,3525
56459,153,20136,18742
56460,645,20136,1076
56461,285,20136,2730
56462,765,20136,6754
56463,871,20136,18735
56464,875,20136,16358
56465,412,20136,13210
56466,462,20136,17913
56467,497,20136,2643
56468,342,20136,9615
56469,270,20136,10177
56470,592,20136,4395
56471,724,20136,3100
56472,647,20136,5417
56473,451,20136,8639
56474,117,20136,16687
56475,681,20136,18019
56476,20,20136,395
56477,944,20136,10318
56478,287,20136,13263
56479,375,20136,19346
56480,461,20136,10580
56481,305,20136,3023
56482,419,20136,16535
56483,684,20136,9170
56484,228,20136,16045
56485,33,20136,11029
56486,521,20136,12053
56487,53,20136,18423
56488,636,20136,1047
56489,930,20136,16470
56490,66,20136,5235
56491,130,20136,8395
56492,268,20136,10420
56493,895,20136,3324
56494,947,20136,1177
56495,211,20136,5742
56496,4,20136,18451
56497,450,20136,16662
56498,780,20136,13789
56499,750,20136,4968
56500,169,20136,7655
56501,128,20136,14915
56502,493,20136,11713
56503,181,20136,3048
56504,635,20136,6522
56505,894,20136,11394
56506,168,20136,18903
56507,339,20136,825
56508,387,20136,13749
56509,815,20136,12914
56510,395,20136,16194
56511,492,20136,6971
56512,879,20136,17860
56513,694,20136,451
56514,634,20136,8692
56515,103,20136,177
56516,832,20136,17714
56517,820,20136,293
56518,420,20136,13892
56519,175,20136,15201
56520,317,20136,9384
56521,710,20136,4812
56522,353,20136,15245
56523,968,20136,15020
56524,539,20136,7276
56525,571,20136,2060
56526,781,20136,227
56527,764,20136,18764
56528,918,20136,17115
56529,802,20136,11710
56530,538,20136,9546
56531,31,20136,14782
56532,69,20136,13986
56533,562,20136,16936
56534,734,20136,12671
56535,580,20136,4484
56536,297,20136,14198
56537,38,20136,12404
56538,506,20136,12120
56539,536,20136,226
56540,245,20136,9295
56541,121,20136,17481
56542,22,20136,15461
56543,104,20136,12299
56544,269,20136,10934
56545,190,20136,9032
56546,896,20136,921
56547,382,20136,7271
56548,715,20136,4332
56549,286,20136,2849
56550,639,20136,11021
56551,878,20136,6362
56552,873,20136,13696
56553,416,20136,14855
56554,923,20136,19540
56555,192,20136,10847
56556,83,20136,289
56557,678,20136,876
56558,376,20136,19259
56559,640,20136,18311
56560,464,20136,5117
56561,227,20136,18735
56562,779,20136,16745
56563,62,20136,10095
56564,693,20136,6059
56565,810,20136,16071
56566,418,20136,7106
56567,812,20136,2247
56568,595,20136,1607
56569,318,20136,2439
56570,846,20136,15794
56571,147,20136,4012
56572,199,20136,1486
56573,296,20136,2751
56574,856,20136,2824
56575,666,20136,351
56576,866,20136,7723
56577,637,20136,4662
56578,537,20136,17617
56579,841,20136,13123
56580,833,20136,13161
56581,468,20136,5969
56582,51,20136,9708
56583,258,20136,7017
56584,638,20136,10242
56585,142,20136,4984
56586,987,20136,1776
56587,494,20136,11452
56588,706,20136,5578
56589,594,20136,19955
56590,417,20136,16621
56591,396,20136,4790
56592,855,20136,3546
56593,725,20136,3547
56594,326,20136,18479
56595,498,20136,8374
56596,145,20136,13295
56597,404,20136,17502
56598,208,20136,6618
56599,26,20136,19629
56600,805,20136,6786
56601,953,20136,8850
56602,283,20136,18601
56603,174,20136,18272
56604,502,20136,9376
56605,455,20136,15284
56606,769,20136,949
56607,273,20136,6261
56608,656,20136,9871
56609,903,20136,11994
56610,71,20136,6350
56611,708,20136,7135
56612,657,20136,12599
56613,197,20136,2620
56614,471,20136,3967
56615,566,20136,19967
56616,334,20136,17837
56617,350,20136,1935
56618,131,20136,3057
56619,144,20136,1162
56620,714,20136,4636
56621,403,20136,17552
56622,504,20136,18077
56623,838,20136,16618
56624,867,20136,13585
56625,207,20136,18251
56626,654,20136,7395
56627,347,20136,9695
56628,837,20136,16044
56629,726,20136,877
56630,472,20136,13750
56631,945,20136,11573
56632,17,20136,13471
56633,405,20136,5087
56634,274,20136,13910
56635,323,20136,11163
56636,93,20136,17765
56637,501,20136,3900
56638,589,20136,7039
56639,36,20136,18423
56640,655,20136,15815
56641,982,20136,4256
56642,178,20136,10469
56643,528,20136,15253
56644,727,20136,1010
56645,770,20136,8341
56646,299,20136,3062
56647,11,20136,11144
56648,905,20136,11548
56649,527,20136,593
56650,463,20136,8277
56651,220,20136,7707
56652,876,20136,13723
56653,324,20136,18261
56654,851,20136,18095
56655,173,20136,3128
56656,988,20136,4330
56657,904,20136,17923
56658,817,20136,9234
56659,754,20136,2806
56660,872,20136,13251
56661,503,20136,1276
56662,346,20136,8523
56663,927,20136,958
56664,711,20136,4328
56665,994,20136,572
56666,302,20136,10325
56667,525,20136,16395
56668,659,20136,9054
56669,967,20136,16510
56670,680,20136,3456
56671,935,20136,15555
56672,839,20136,10217
56673,78,20136,18395
56674,218,20136,1760
56675,340,20136,11955
56676,660,20136,9120
56677,60,20136,14844
56678,456,20136,19170
56679,524,20136,12643
56680,767,20136,9406
56681,973,20136,8398
56682,401,20136,4951
56683,32,20136,18216
56684,118,20136,3105
56685,933,20136,13019
56686,661,20136,7665
56687,68,20136,6801
56688,158,20136,14084
56689,191,20136,3995
56690,588,20136,9156
56691,687,20136,14513
56692,140,20136,7293
56693,76,20136,7336
56694,219,20136,6022
56695,567,20136,2633
56696,380,20136,8399
56697,325,20136,16871
56698,658,20136,8978
56699,364,20136,8348
56700,686,20136,19267
56701,577,20136,5505
56702,95,20136,8721
56703,248,20136,17248
56704,402,20136,7581
56705,54,20136,1942
56706,526,20136,653
56707,400,20136,378
56708,210,20136,7525
56709,768,20136,5869
56710,156,20136,19640
56711,107,20136,55
56712,958,20136,19576
56713,247,20136,15505
56714,381,20136,18792
56715,52,20136,5657
56716,870,20136,7336
56717,591,20136,16170
56718,271,20136,8932
56719,578,20136,16160
56720,766,20136,13126
56721,976,20136,19360
56722,773,20136,9347
56723,257,20136,16806
56724,998,20136,2126
56725,351,20136,9358
56726,499,20136,14189
56727,732,20136,14188
56728,971,20136,2882
56729,409,20136,2370
56730,222,20136,1888
56731,331,20136,19499
56732,650,20136,13688
56733,946,20136,10441
56734,129,20136,10278
56735,146,20136,18845
56736,663,20136,4927
56737,21,20136,6775
56738,188,20136,7554
56739,180,20136,10428
56740,408,20136,19304
56741,254,20136,5846
56742,322,20136,15008
56743,385,20136,19005
56744,505,20136,19423
56745,94,20136,11982
56746,733,20136,12294
56747,184,20136,15741
56748,774,20136,9525
56749,13,20136,11428
56750,159,20136,11362
56751,981,20136,15852
56752,410,20136,8380
56753,811,20136,9462
56754,977,20136,15489
56755,806,20136,2705
56756,223,20136,6521
56757,915,20136,16034
56758,853,20136,17364
56759,685,20136,15155
56760,648,20136,19311
56761,689,20136,15398
56762,900,20136,17056
56763,453,20136,8780
56764,712,20136,13015
56765,398,20136,14330
56766,531,20136,16118
56767,386,20136,7542
56768,378,20136,3294
56769,171,20136,3783
56770,196,20136,2203
56771,925,20136,5283
56772,139,20136,176
56773,649,20136,11042
56774,804,20136,19701
56775,540,20136,9153
56776,565,20136,4835
56777,836,20136,8255
56778,652,20136,6934
56779,688,20136,6407
56780,454,20136,10019
56781,931,20136,4712
56782,850,20136,11819
56783,110,20136,10309
56784,771,20136,16230
56785,27,20136,13612
56786,529,20136,19775
56787,252,20136,10384
56788,653,20136,6117
56789,818,20136,16975
56790,679,20136,14376
56791,662,20136,392
56792,406,20136,13913
56793,741,20136,11091
56794,272,20136,13849
56795,590,20136,5933
56796,399,20136,15253
56797,379,20136,16589
56798,852,20136,19811
56799,513,20136,17066
56800,155,20136,10459
56801,46,20136,12779
56802,221,20136,11320
56803,902,20136,10415
56804,587,20136,209
56805,359,20136,2014
56806,500,20136,17100
56807,35,20136,10485
56808,916,20136,13591
56809,119,20136,13528
56810,840,20136,5174
56811,88,20136,11987
56812,813,20136,8871
56813,91,20136,12234
56814,113,20136,19447
56815,217,20136,17451
56816,992,20136,8609
56817,901,20136,12236
56818,303,20136,12696
56819,948,20136,392
56820,772,20136,17110
56821,530,20136,2753
56822,574,20136,6235
56823,651,20136,13891
56824,707,20136,17973
56825,979,20136,7718
56826,467,20136,9268
56827,284,20136,1197
56828,407,20136,11610
56829,964,20136,9632
56830,753,20136,5887
56831,937,20136,11516
56832,172,20136,4625
56833,133,20136,14335
56834,101,20136,231
56835,362,20136,17178
56836,79,20136,15141
56837,954,20136,4760
56838,627,20136,534
56839,422,20136,14531
56840,858,20136,12717
56841,314,20136,585
56842,167,20136,19390
56843,449,20136,1978
56844,10,20136,13733
56845,48,20136,7596
56846,267,20136,2437
56847,87,20136,18785
56848,328,20136,7245
56849,865,20136,13472
56850,231,20136,2379
56851,491,20136,4390
56852,628,20136,1134
56853,995,20136,13270
56854,631,20136,17236
56855,148,20136,8131
56856,782,20136,8226
56857,630,20136,18180
56858,193,20136,853
56859,232,20136,13376
56860,476,20136,9368
56861,972,20136,13104
56862,891,20136,9740
56863,984,20136,5318
56864,975,20136,17731
56865,15,20136,9333
56866,102,20136,19826
56867,597,20136,11302
56868,869,20136,8864
56869,507,20136,1599
56870,632,20136,5664
56871,919,20136,3483
56872,50,20136,1550
56873,857,20136,2938
56874,842,20136,10253
56875,57,20136,15074
56876,366,20136,293
56877,598,20136,4204
56878,460,20136,544
56879,447,20136,4456
56880,25,20136,17330
56881,829,20136,1355
56882,70,20136,16019
56883,29,20136,12323
56884,669,20136,1874
56885,705,20136,18445
56886,336,20136,5871
56887,315,20136,6860
56888,735,20136,12311
56889,880,20136,8193
56890,98,20136,7631
56891,423,20136,2939
56892,626,20136,1940
56893,785,20136,9130
56894,955,20136,19442
56895,281,20136,6569
56896,749,20136,6151
56897,16,20136,2534
56898,970,20136,10626
56899,543,20136,19184
56900,723,20136,11447
56901,514,20136,12757
56902,695,20136,1925
56903,230,20136,16695
56904,160,20136,16179
56905,300,20136,9296
56906,801,20136,17817
56907,586,20136,3013
56908,581,20136,18792
56909,668,20136,19996
56910,276,20136,3101
56911,519,20136,3286
56912,426,20136,2603
56913,783,20136,3225
56914,24,20136,14386
56915,914,20136,5056
56916,520,20136,16939
56917,65,20136,7395
56918,667,20136,16141
56919,809,20136,3708
56920,951,20136,898
56921,204,20136,14918
56922,427,20136,8003
56923,123,20136,12488
56924,229,20136,12739
56925,448,20136,1412
56926,920,20136,4479
56927,576,20136,8908
56928,742,20136,3565
56929,47,20136,19883
56930,907,20136,19316
56931,570,20136,19679
56932,730,20136,267
56933,90,20136,12774
56934,99,20136,14813
56935,573,20136,14866
56936,830,20136,4482
56937,289,20136,13051
56938,763,20136,110
56939,849,20136,16055
56940,490,20136,9523
56941,625,20136,19454
56942,177,20136,8002
56943,421,20136,4208
56944,677,20136,4839
56945,394,20136,2956
56946,544,20136,10271
56947,800,20136,10752
56948,561,20136,7672
56949,831,20136,2098
56950,105,20136,8211
56951,934,20136,18348
56952,965,20136,1654
56953,755,20136,2758
56954,424,20136,8200
56955,122,20136,16776
56956,582,20136,10412
56957,374,20136,2074
56958,893,20136,16577
56959,6,20136,7949
56960,137,20136,17348
56961,489,20136,2974
56962,259,20136,15048
56963,596,20136,4589
56964,542,20136,1757
56965,759,20136,19917
56966,354,20136,2649
56967,215,20136,4647
56968,744,20136,1464
56969,157,20136,5237
56970,316,20136,9659
56971,599,20136,5240
56972,475,20136,5397
56973,457,20136,9871
56974,784,20136,2303
56975,266,20136,17870
56976,629,20136,14223
56977,974,20136,17485
